Name,Rating,Date,Review,Title,Score,Compound,Sentiment
Jagdish,5,04-12-2022,use product twice day brushing feel satisfied quality hope chemical composition not cause damage teeth gums maintain oral health,good mouthwash,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.8089}",0.8089,positive
Jayaprashanth,5,25-07-2022,mom cancer treatment teeth start week created bad breath tooth pain swelling gums increasedafter use product good resultthanks amazon listerine product,best mouth wash bad breath,"{'neg': 0.208, 'neu': 0.669, 'pos': 0.123, 'compound': -0.765}",-0.765,negative
Middle Class Reviews,4,07-03-2017,listerine strong though range non alcoholic prefer intense burn quite good range flavours doesn boring though tend stick original spearmint fresh minti tried brands none seem strong listerine often flavours taste good flavour listerine really like flavour whitening mouthwashit pricier mouthwashes also often sale works outthankyou giving precious time read review,quite effective strong essence,"{'neg': 0.048, 'neu': 0.773, 'pos': 0.179, 'compound': 0.929}",0.929,positive
Suhail Parvez,5,25-03-2022,use whenever want feel mouth extra fresh use regularly since college still years later introduced numerous glad start invaluable habit decades ago,reliable lifelong companion,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.7856}",0.7856,positive
sunil,4,25-03-2022,aurthtic original classic brand without much add flavouri start variant still better,original,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6369}",0.6369,positive
Ramesh Velusamy,4,08-06-2022,ok,,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive
S K Mankar,3,13-10-2022,entire packet wet contents leaked,leaking bottle,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
D Sinha,4,19-03-2022,doesn cause acidity,doesn cause acidity,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Vijayalakshmanacharyulu.M,5,22-09-2022,like much,ordered second time igot maney,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,positive
Ayush S.,5,30-08-2022,good quality neutral flavor,exactly expected,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
Amit Avchare,5,06-10-2022,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Sudipa,3,02-02-2022,strong couldn keep mouth secondi stopped use use,strong taste,"{'neg': 0.084, 'neu': 0.756, 'pos': 0.16, 'compound': 0.4005}",0.4005,positive
Amazon Customer,3,17-02-2021,jiomart buy want single piece due order amazon product good cons destroy taste buds consult doctor purchasing,price offers,"{'neg': 0.091, 'neu': 0.768, 'pos': 0.141, 'compound': 0.1531}",0.1531,positive
Fayas,5,25-08-2022,product good,good product,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
VEE,5,11-05-2018,use many mouthwash products also tried listerine flavoras far product nice product strongest flavor aromait stings dilute water take less avoid burning sensation mouthas far alcohol taste sensation listerine not hiding fact use kind alcohol ingredientwait minutes eat something,strong taste,"{'neg': 0.023, 'neu': 0.885, 'pos': 0.092, 'compound': 0.6875}",0.6875,positive
Johnnie Sinclair,4,29-07-2020,say enjoy flavour brushing use mouthwash gob feel fresh clean,listerine good,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8225}",0.8225,positive
KSN,4,25-04-2021,good mounth wash,good product,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,positive
Kalyan Kar,5,11-06-2022,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Naveen,2,11-12-2022,doesn taste good feel mouth like dettol,doesn taste good,"{'neg': 0.221, 'neu': 0.55, 'pos': 0.229, 'compound': 0.0243}",0.0243,positive
Akin,5,09-04-2022,not uue brushes,best,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Gaurav Mehta,5,28-05-2021,original originalvery stringent tastevery effective mouth washhalf quantity works wondersvery effective swollen gums plaque problem,original mouth wash,"{'neg': 0.092, 'neu': 0.61, 'pos': 0.298, 'compound': 0.7263}",0.7263,positive
Placeholder,3,14-01-2022,freshness taste hardness declined need improvement,freshness taste hardness declined need improvement,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}",0.4588,positive
Ritesh K.,4,13-02-2021,like heavy concentrated,like,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.1901}",0.1901,positive
Mr P,5,11-11-2018,tried colgate listerine also tried various flavours listerine original flavour effective mouthwash marketdoes taste stingy burn makes effective avoid flavours want best effectiveness original flavour,best quality mouth wash indian market,"{'neg': 0.06, 'neu': 0.642, 'pos': 0.298, 'compound': 0.9527}",0.9527,positive
Arjun,5,15-04-2021,original taste different mean bitter tastei tried verient different,work ment,"{'neg': 0.081, 'neu': 0.849, 'pos': 0.07, 'compound': -0.0644}",-0.0644,negative
vishal,5,28-12-2021,use water best results,strong good product,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,positive
Rahul T.,5,27-05-2014,really good product recommended dentists us live years best plaque protection gum disease protection product dentist recommend gives mouth great warm sensation personally take mint anyways flavor not sweet anything also gives bit burning sensation strong product totally serves purpose use year feel addicted highly recommended,strong taste best class plaque protection,"{'neg': 0.023, 'neu': 0.763, 'pos': 0.215, 'compound': 0.9632}",0.9632,positive
Ms. Plainspoken,4,16-03-2017,listerine contains ingredients like menthol eucalyptol methyl salicylate thymol know antifungal properties therefore prove great solution dandruff although use permanent cure severe cases read complete review blog msplainspokewordpresscom,tried tested rid dandruff along bad breath,"{'neg': 0.048, 'neu': 0.789, 'pos': 0.163, 'compound': 0.743}",0.743,positive
J. Patrao,4,16-08-2018,realized buy flavoured better still listerine listerine far better colgate market,best brand mouthwash,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.7003}",0.7003,positive
ARPITA CHAKRABORTY,4,30-01-2021,mouthwash,good product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Tarun Parihar,4,10-05-2019,although taste bad best mouthwash clean ur teeth,king mouthwash,"{'neg': 0.09, 'neu': 0.561, 'pos': 0.35, 'compound': 0.8382}",0.8382,positive
G NAVEEN KUMAR,5,29-12-2016,use listerine mouthwash coolmint goodbut surely better gives refreshing feel mouthuse times day fresh mouthbe little bit cautious use first timecoz hurtsslight burns bit make eyes water,fresh,"{'neg': 0.018, 'neu': 0.888, 'pos': 0.094, 'compound': 0.6887}",0.6887,positive
Mohammad,5,27-03-2021,like listerine original good mouth wash terms effectiveness,nice expected,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7902}",0.7902,positive
Siva kumar reddy,5,14-05-2021,great product though flavor bit strong freshness mild flavor,best,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.8126}",0.8126,positive
Tejas,5,10-04-2021,satisfied use product long time,hood product,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4754}",0.4754,positive
googlEngineer,5,12-08-2017,hear original best ordered agree fantastic product not fancy listerine variations job bad breath throat issues nowhere side note spray little scalp remove dandruff,wonderful,"{'neg': 0.063, 'neu': 0.798, 'pos': 0.139, 'compound': 0.6597}",0.6597,positive
Sreenuyadav,5,25-02-2021,expiry date good quality productgo,packing good,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,positive
Om Prakash,5,26-09-2021,like,proper mouth wash feel fresh,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,positive
n.m.singh,5,21-02-2021,excellent product service amazon possible amazon,expected amazon,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7269}",0.7269,positive
Amit Singh Jamwal,5,08-09-2021,nice product,per results good,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,positive
Aragrawa,5,08-03-2017,arguably best generic oral hygiene product use since zero oraldental issues along regular brushing flossing tried variantsflavors listerine none come close delivering results variant,arguably best generic oral hygiene product,"{'neg': 0.029, 'neu': 0.92, 'pos': 0.051, 'compound': 0.2732}",0.2732,positive
Mrunal,4,26-08-2016,nice undiluted gives burning sensation mouth feel dizzy also afterwardsstill give star nice doesn work back colgate mouthwash,nice doesn work back colgate mouthwash,"{'neg': 0.06, 'neu': 0.796, 'pos': 0.144, 'compound': 0.5023}",0.5023,positive
Amazon Customer,5,05-06-2021,mentioned label,cleans toothbrush,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
dil_dar_singh,5,18-08-2020,great cleaning pain wisdom tooth helped alot,great,"{'neg': 0.151, 'neu': 0.505, 'pos': 0.344, 'compound': 0.6369}",0.6369,positive
Placeholder,5,27-07-2021,best product,original,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive
Placeholder,5,05-07-2021,best mouth fresher,listerine,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,positive
Bid,5,25-12-2017,give fresh breath upto hoursgood normal problem like cutpain mouth teethproduct delivered current productbad test little burning feel usedelaying delivery,great product,"{'neg': 0.083, 'neu': 0.769, 'pos': 0.148, 'compound': 0.2732}",0.2732,positive
Nagendra,5,18-02-2021,useful provides good oral hygiene,good product,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.7264}",0.7264,positive
aditya singh chauhan,5,27-08-2015,best mouthwash available india far away better flavors volgate plaque little burning sensation product highly concentrated seconds dilute product water not perfect clean mouth,best class,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.9524}",0.9524,positive
sajjad14374,3,01-01-2021,im confused original not,confused item original not,"{'neg': 0.258, 'neu': 0.448, 'pos': 0.294, 'compound': 0.0836}",0.0836,positive
Amazon Customer,5,20-07-2020,best possible solution bleeding gums cavities mouth sores,thank later,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.7579}",0.7579,positive
Erudite Reader,5,13-08-2020,sooper ooper mouth burn not careful,outstanding,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.1695}",-0.1695,negative
ALIAS K.,5,15-04-2021,excellentproduct,excellent product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Placeholder,5,29-08-2020,excellent productmust house pandemic period,itvalue mobey,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.5719}",0.5719,positive
Aditya Dubay,5,28-03-2021,original,original,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,positive
DDR,4,18-10-2019,good product,good product,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Gopathy Gopaiah,4,27-01-2020,nan,super,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Shalini Pandey Budhlakoti,5,25-08-2015,lightning deal pretty good mouth washi use quite sometime soon see product lightning deal purchased coz shops regular printed price,lightning deal pretty good mouth wash,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.7269}",0.7269,positive
cherian abraham,5,03-05-2018,use listerine regular many years best product dental hygiene brushing teeth,listerine regular many years best product dental hygiene brushing teeth,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6369}",0.6369,positive
Amazon Customer,5,22-03-2021,excellent,real effective,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,positive
debashish,5,19-03-2021,great,great,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,positive
S T Sambandan,5,14-02-2021,good product,listerine,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,positive
Zarine Tirmizi,5,22-04-2015,hygiene product need review use know worth start bathroom reached stipulated date delivery,worth drop,"{'neg': 0.053, 'neu': 0.801, 'pos': 0.146, 'compound': 0.4215}",0.4215,positive
Premsundar Palaparthi,5,07-02-2021,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
J L,4,23-05-2016,start strong better use less recommended quantity good old fashioned effective mouthwash,strong effective,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9274}",0.9274,positive
Quality Analyst,3,05-08-2020,nothing extraordinary usual product,usual product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Raman Goel ï¿½,5,27-10-2015,strong feel burning sensation feel actually work first time userbe alert not take undiluted formdo not take suffer canker sore severe problem,strong adults,"{'neg': 0.274, 'neu': 0.636, 'pos': 0.09, 'compound': -0.9088}",-0.9088,negative
likitha,5,05-10-2016,purchased bucks guess huge bottle p not realize ml bottle nice,good,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7269}",0.7269,positive
Amazon Customer,5,03-01-2021,perfect,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,positive
Bunny boy,5,28-02-2017,say good strong u hold mouth seconds good bad breath,strong,"{'neg': 0.16, 'neu': 0.551, 'pos': 0.288, 'compound': 0.7082}",0.7082,positive
Jormund Elver,5,29-06-2015,stingy taste mouth refreshing feel use always use immediately brushing not eat drink anything hour consuming,refreshing aftertaste says,"{'neg': 0.056, 'neu': 0.893, 'pos': 0.05, 'compound': -0.0507}",-0.0507,negative
Deepak,5,08-09-2017,powerful mouthwash effective brands dont match product effecasy,powerful mouth wash,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.7569}",0.7569,positive
Luck (prasasnna),3,23-01-2020,not good,disappoint,"{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
LAVIS V,5,23-12-2018,much need home regular mouth wash,best mouthwash,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
NEHA PATNAIK,3,14-08-2016,tastes yukk looks yukk husband tell pee inside listerine bottle but serves purpose give freshness n decent stay power definitely prefer coolmint ov,okay,"{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.4019}",0.4019,positive
Amazon Customer,3,15-01-2020,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Prasheek Tayade,5,09-04-2019,product delivered shape,amazing amazon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Akash,5,24-11-2019,great,great,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,positive
RAJEEV,5,24-09-2017,product delivered time frame really great,delivered time frame really great,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.659}",0.659,positive
SB,4,19-06-2018,good,value money,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Gaurav G.,5,29-10-2019,good product,good product,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Sourav Monga,5,15-03-2019,good,best,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Ayushi yadav,5,30-09-2023,personally like product work good also work tooth cavity pain totally worth gives u fresh breath,good product worth,"{'neg': 0.103, 'neu': 0.59, 'pos': 0.307, 'compound': 0.6801}",0.6801,positive
Pramit,5,22-05-2015,original listerine flavour favourite mouthwash bit strong people job brilliantly,best mouthwash,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.8519}",0.8519,positive
Joe,5,02-11-2015,absolute winner fan original listerine taste strong,taste strong love,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.8934}",0.8934,positive
tulikai,5,02-11-2017,original good flavour fake,buy original golden color listerine,"{'neg': 0.233, 'neu': 0.376, 'pos': 0.391, 'compound': 0.2732}",0.2732,positive
Dsk,5,18-10-2018,nice original product,satisfied delivery,"{'neg': 0.0, 'neu': 0.164, 'pos': 0.836, 'compound': 0.6249}",0.6249,positive
Mubashshir,5,10-09-2018,like,like,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,positive
Amazon Customer,5,08-09-2016,good effective product bit strong users take care dilute use,great product,"{'neg': 0.0, 'neu': 0.468, 'pos': 0.532, 'compound': 0.91}",0.91,positive
Vijay Sarapure,5,13-12-2022,use toothpastefor almost week honestly say best stain remover oral product use use twice daily already feel benefits quality stain removal whitening flavour toothpaste really like gives long lasting freshness coffee drinker find time teeth not white bit staining inside teeth already see teeth looking healthier stronger week use stain prevention within toothpaste really appealing nice know teeth not return period time im feel much confident know time teeth keep looking better better toothpaste definitely expertly made product highly recommend,best anti stain toothpaste use,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.9852}",0.9852,positive
Amazon Customer,4,24-11-2023,dentist recommended tooth paste good removing plaque not sure teeth whitening shade lighter not expect,good product,"{'neg': 0.061, 'neu': 0.782, 'pos': 0.156, 'compound': 0.4644}",0.4644,positive
Amazon Customer,3,31-01-2024,good product,quality,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,positive
Sav,1,06-02-2024,throw its,not work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Neeraj t.,5,15-01-2024,good really works,useful,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
Winny,5,04-02-2024,recently tried teeth whitening toothpaste thrilled results minty flavor refreshing week use noticed significant improvement brightness smile highly recommend,highly recommended,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.9311}",0.9311,positive
mennidurgaprasad,2,02-02-2024,notbad,not bad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Deepak saraf,4,01-02-2024,really great toothpaste brushing whole inside mouth feel highly fresh,view,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.7897}",0.7897,positive
Dr. A. O. Surendranathan,4,14-02-2024,use brush teeth,make teeth white,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Quader,4,11-12-2023,worked trial usnig pepsodent whitening since due shortage pesodent search alternate satisfactory use whitening purpose,worked,"{'neg': 0.046, 'neu': 0.774, 'pos': 0.18, 'compound': 0.7096}",0.7096,positive
Bhawanchwadame L.,3,19-11-2023,doesn whiten teeth cleans sure eat matters toothpaste good price,somewhat works,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7876}",0.7876,positive
Niti Gandhi,4,13-11-2023,lightens stain doesn remove totally,ok type,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Vijaydev,5,14-02-2024,nice product good,gy,"{'neg': 0.0, 'neu': 0.149, 'pos': 0.851, 'compound': 0.6908}",0.6908,positive
S R K,3,18-07-2023,use product past days see minimal change teeth colour please advised effect whitening vary user user depending individual habits consuming tea coffee chewing gutkha etc drink tea coffee effect tooth paste slow different teeth colour continuing use update review lateras product packaging product worth value packaging not great normal similar similar products amazon packaging usual really great delivery great,effect vary user user,"{'neg': 0.033, 'neu': 0.811, 'pos': 0.156, 'compound': 0.9473}",0.9473,positive
Manisha kanwar,5,07-02-2024,working,whitening toothpaste,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Girish Kadlag,3,05-11-2023,performance quality bad average not useful claimed results,nothing,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.8298}",-0.8298,negative
gogoiA,4,22-10-2023,not remove stains not find expected results claimed provide difference days,usual dental cream nothing special,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amy,5,25-01-2024,dentist recommended love results never cavity use,best toothpaste use,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.6908}",0.6908,positive
Priyanka,4,16-10-2023,anti stain property gum irritation,premium quality promised,"{'neg': 0.441, 'neu': 0.294, 'pos': 0.265, 'compound': -0.2018}",-0.2018,negative
KRUNAL M.,4,08-10-2023,whitening experience not far overall ok toothpaste,nice testwhitening not sure,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.3535}",0.3535,positive
Verified User,3,14-09-2023,use entire tooth paste tube since purchase use twice day morning sleeping visible effect product description flowery not work stated,not buy not whiten teeth,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
Supriya Petkar,5,16-01-2024,love,amazing product,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,positive
KS,3,29-06-2023,purchased days back since use regularly day nightbut didnt remove stains cant see difference teeth whitening wasnt aimbut lighten stainsthis normal toothpaste nothing elseso dont waste money buy expensive toothpaste instead da,doesnt work,"{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.3252}",0.3252,positive
SP,4,28-08-2023,good toothpaste teeth whitening not daily use use alternate day twice week daily use affect mouth inner skin,good toothpaste not daily use,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.2382}",0.2382,positive
g.prasad,4,18-09-2023,performance,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Lionel Dsouza,5,09-01-2024,worth buy,nice paste,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,positive
SR,4,14-08-2023,not days result within week soit works claims,works,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amazon Customer,2,20-11-2023,nd time issues tube breaking toothpaste great packaging horrid fix tube,packaging though,"{'neg': 0.162, 'neu': 0.768, 'pos': 0.07, 'compound': -0.6562}",-0.6562,negative
Sathish,3,11-09-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
SANJAY GAJBHIYE,3,08-09-2023,still observation,nice product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
azher,3,18-08-2023,use month change tooth stain,average,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Bats,4,26-08-2023,lighten teeth,good product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
SAGAR SAMADDAR,5,17-12-2023,true really clears stains teeth provided use per recommendation,cleans stains,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.5256}",0.5256,positive
Dinesh Pandit,5,23-12-2023,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Prashant ( new delhi),4,25-06-2023,anyone use good toothpaste recommended doctor first talk doctor anything,doctor recommendation,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.5719}",0.5719,positive
Sasanka Sekhar Mishra,2,20-11-2023,not work pan strains,not good,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Pooja Sonetha,4,29-05-2023,toothpaste refreshing smells goodit helps reducing stainsfor effective results use twice daily,effective reducing stains,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6908}",0.6908,positive
kapil,4,11-07-2023,nan,whitening,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Muskan M,4,12-07-2023,nan,good product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
hatismn,4,16-07-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
shaleen sharma,4,10-07-2023,nan,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Surbhi Gupta,4,06-07-2023,nan,nice product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
karuna nagar,4,17-05-2023,tried toothpaste gives fresh feel taste good mouth refreshing day,good toothpaste,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.6369}",0.6369,positive
Karisma Mishra,4,30-06-2023,nan,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Basudev Samal,4,30-06-2023,nan,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Bubun,4,30-06-2023,nan,whitening capabilities,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Ritika Jain,4,30-06-2023,nan,product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Vishwas Jain,4,28-05-2023,good new type product market also working good,new product,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.7003}",0.7003,positive
Bhavesh Srivastava,4,01-07-2023,nan,toothpaste,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Placeholder,2,05-11-2023,useless products name teeth whitening,useless,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
santos,5,24-11-2023,tried members family result awesome,nice product,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249,positive
Sanjana,3,06-06-2023,nice nd taste really good gems teeth,like product,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.8467}",0.8467,positive
Amninder,2,09-11-2023,money wasted,not useful,"{'neg': 0.762, 'neu': 0.238, 'pos': 0.0, 'compound': -0.4939}",-0.4939,negative
Rahul,2,07-10-2023,gimmick toothpaste taste betteri see visible results weeks times usage electric toothbrush,taste better nothing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Samita panigrahi,5,02-12-2023,good product,,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
nikola,2,01-10-2023,trying many products finally come dente use almost month concluding also not job perfectly,fooled,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.6369}",0.6369,positive
vikas m.,3,28-05-2023,good toothpaste whittening progress,improvement whittening,"{'neg': 0.539, 'neu': 0.279, 'pos': 0.181, 'compound': -0.5924}",-0.5924,negative
Mohammad atif,1,14-01-2024,use since several months earlier received bigger size size reduced including quantity fraudsters,size issue,"{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
Heena Aggarwal,4,14-05-2023,taste toothpaste good,product good,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4927}",0.4927,positive
Binte zaheer,3,23-05-2023,not see difference,not see difference,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
vijay Kumar Sharma,3,17-05-2023,good explain,dente,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.5777}",0.5777,positive
